Date,CHDRAUIB.MX,LACOMERUBC.MX,SORIANAB.MX,WALMEX.MX
2023-01-03,1.0039749680125076,1.00536030076777,1.0086207286370916,1.0014460654892523
2023-01-04,1.0330041628999862,0.9973196942180526,1.014687139777028,1.0193781623466007
2023-01-05,1.0313178295428511,0.9844544958213463,1.013729239743659,1.018221241894382
2023-01-06,1.025295184153576,0.994103368719199,1.0105364048160865,1.0477222029698336
2023-01-09,1.011202124099983,1.0010719358351041,0.9897829158429939,1.0465653959523098
2023-01-10,1.0068658120678426,1.00187617260788,0.9865900189715497,1.0474330579328002
2023-01-11,1.021561081521398,0.9970516843595995,0.9837165047030576,1.0516268520340826
2023-01-12,1.0142134467946202,1.0155452969812373,0.9865900189715499,1.0556760168995007
2023-01-13,1.0192725387643007,1.018493612621638,0.9894635951839138,1.0600144402366474
2023-01-16,1.0298723615660457,1.0281424855194905,0.9865900189715499,1.0399132451454205
2023-01-17,1.043363120321401,1.0372554422991453,0.9846743427925552,1.0378886627127115
2023-01-18,1.0554084110999515,1.0479762510321022,0.9616858569813875,1.0377440334768473
2023-01-19,1.0727535673302364,1.0704903223266613,0.9833971840439775,1.0527838859209961
2023-01-20,1.0648037232034966,1.0720985886747965,0.9824393459544801,1.068835916146805
2023-01-23,1.080703503355252,1.0694183864915574,0.975734355440255,1.0779465370939962
2023-01-24,1.0822693580730842,1.0712945590994374,0.9578544426795262,1.0889369978033374
2023-01-25,1.0551674538213462,1.0678101201434222,0.961366598266179,1.1012292350701511
2023-01-26,1.1081667516266225,1.0720985886747965,0.9757343554402549,1.0981922479863926
2023-01-27,1.1131053649570004,1.0868398560806745,0.9993614206257113,1.0903831767272845
2023-01-30,1.0750422019856094,1.0578933409858247,0.9872286602897105,1.0929862761034503
2023-01-31,1.117321198349838,1.1085498977998745,0.9754150967250463,1.0636297173944733
2023-02-01,1.0985304822444721,1.0989010249020217,0.9738186792612601,1.0828632505052098
2023-02-02,1.0994941275623422,1.0854998067884092,0.9584930220538149,1.0542299514102484
2023-02-03,1.0902192940980997,1.1021173504008754,0.9584930220538149,1.0533621759950633
2023-02-07,1.072994524608842,1.0562850746376897,0.9479566172377284,1.0468545409893433
2023-02-08,1.071428577992734,1.0586972669624757,0.9482759378968086,1.0410700521629443
2023-02-09,1.0787762127195115,1.0294826384104645,0.9671136887470346,1.0296457037460105
2023-02-10,1.1163575530319674,1.065397927818636,0.9802044110602766,1.028633412529656
2023-02-13,1.101180460919477,1.0696863963500105,0.9792465110269074,1.0325379481592099
2023-02-14,1.0978077942052071,1.075314810574942,0.9757343554402547,1.0225595517968338
2023-02-15,1.1234642304801399,1.0511926801296643,0.9722222617974737,1.033116351667972
2023-02-16,1.1203325210444752,1.109354030973942,0.9418902060977921,1.0302239938200777
2023-02-17,1.1149120850551624,1.0592333902780902,0.9578544426795261,1.0225595517968338
2023-02-20,1.1202120424051727,1.0578933409858249,0.9578544426795261,1.018076612658518
2023-02-21,1.0851602021284192,1.0286786088351054,0.9578544426795261,1.0137381893213713
2023-02-22,1.1346663545801228,1.0249262636193457,0.9706257823898159,1.043383893067382
2023-02-23,1.1261142091551453,1.0426158466656241,0.9642401744785427,1.024584134229543
2023-02-24,1.1540592800854508,1.0560171683779451,0.9642401744785427,1.0253072804088639
2023-02-27,1.1541797587247533,1.0715624653591824,0.9706257823898158,1.039623873238997
2023-02-28,1.1202120424051727,1.0828196046051703,0.9581737013947346,1.0426608603227554
2023-03-01,1.1473139466569107,1.072098588674797,0.9610472776070984,1.0286334125296557
2023-03-02,1.1057577302302226,1.0694183864915578,0.9600894395176011,1.0303686230559417
2023-03-03,1.1304505211872853,1.0919323541874086,0.9802044110602766,1.046854540989343
2023-03-06,1.169959060237206,1.0887161322872634,0.9802044110602766,1.055965161936534
2023-03-07,1.1553842694229532,1.0777270028997286,0.9706257823898157,1.0485899783850186
2023-03-08,1.156468393380126,1.0980968917279545,0.9645593712498793,1.0484453491491543
2023-03-09,1.137075467874798,1.1021173504008759,0.9530651902881673,1.041793198342265
2023-03-10,1.1175620637301673,1.0854998067884096,0.9610472776070985,1.0592914074920208
2023-03-13,1.1127439290390921,1.082551491148009,0.9661558506575375,1.070426610871921
2023-03-14,1.1371959465141006,1.0881800089716487,0.9881864983792078,1.0656542998271816
2023-03-15,1.1563479147408233,1.0648619081017303,0.9418902060977921,1.0734634845209845
2023-03-16,1.1806793616782536,1.0734386379670622,0.97381867926126,1.06319582968688
2023-03-17,1.267285031783478,1.0629857354938503,0.97381867926126,1.02964570374601
2023-03-21,1.2605396983549382,1.0640577749276625,0.9553001251823706,1.0461315082447165
2023-03-22,1.250662563592458,1.0932726106770903,0.9610472776070985,1.0488791234220518
2023-03-23,1.2440376169049452,1.1147144353404204,0.9754150967250462,1.0481562041121204
2023-03-24,1.24692846096028,1.0903242950366896,0.9741379379764685,1.0556760168995
2023-03-27,1.2660805210852784,1.1206110666212215,0.9741379379764685,1.0604483279442392
2023-03-28,1.2755963118281262,1.146609369674379,0.9738186792612601,1.06869128691094
2023-03-29,1.3031800387387993,1.125703461129247,0.9754150967250463,1.0587128905485639
2023-03-30,1.281377999938796,1.12409529837982,0.9821200872392715,1.061460619160594
2023-03-31,1.2406649501906755,1.1265074907046062,0.9897829158429939,1.041214681398808
2023-04-03,1.2513852516317232,1.105601582159474,0.9610472776070985,1.0455532181706493
2023-04-04,1.244880783583513,1.1069417350504478,0.9642401744785428,1.0349963048648163
2023-04-05,1.2360877727782056,1.098901024902022,0.9833971840439774,1.0303150818799978
2023-04-10,1.2689713651406136,1.0873759793962894,0.9894635951839138,1.033240789528162
2023-04-11,1.3088413401084424,1.099169034760475,0.9897829158429942,1.0417255912641663
2023-04-12,1.3087208614691397,1.0900561815795284,0.9894635951839138,1.0417255912641663
2023-04-13,1.3177548295530523,1.0967567388369808,0.9897829158429942,1.033533451040734
2023-04-14,1.2961937480316543,1.072098588674797,0.9897829158429942,1.0333871202844478
2023-04-17,1.2737894998316888,1.079603175507608,0.9894635951839138,1.0287058972996292
2023-04-18,1.2723440318548835,1.0629857354938501,0.9846743427925551,1.0265115031288115
2023-04-19,1.2816189572174017,1.0694183864915574,0.9894635951839137,1.024024674314811
2023-04-20,1.2609010423745712,1.06486190810173,0.9802044110602768,1.0319242664603658
2023-04-21,1.2611419077549009,1.0562850746376897,0.9770115141888325,1.0407016162742477
2023-04-24,1.3008914040834267,1.0662019573939956,0.9894635951839138,1.0505029410780484
2023-04-25,1.2970369147102216,1.0662019573939956,0.9862707602563414,1.062059894653198
2023-04-26,1.2853529679513038,1.0479762510321025,0.9990422238543748,1.0543065198292345
2023-04-27,1.2781258118638288,1.069150273034396,0.9738186792612602,1.0521121256584167
2023-04-28,1.2804144465192016,1.0594454568340443,0.9939335888600639,1.0601581619949525
2023-05-02,1.2694531877995485,1.0607932760294347,0.9977650031619252,1.0569397928342161
2023-05-03,1.2641532304495382,1.0597150206731225,0.9987229031952943,1.0519659083368254
2023-05-04,1.2672850317834785,1.0575584063617898,0.9990422238543746,1.050356723756457
2023-05-05,1.2445194395638806,1.0621413024222417,0.9897829158429939,1.05986550048238
2023-05-08,1.2618646876924413,1.0513580236681612,0.9961686476420105,1.0629376523215253
2023-05-09,1.2768008225263265,1.0618716349844552,0.9984035825362138,1.0763962251202257
2023-05-10,1.2554806982835338,1.0758897834061807,0.9741379379764684,1.0954137785720717
2023-05-11,1.267525989062084,1.0637586854567098,0.984674342792555,1.0850272441778215
2023-05-12,1.2311491594478279,1.0597150206731223,0.97381867926126,1.0835643903537395
2023-05-15,1.236449116797838,1.0804726794666326,0.9846743427925551,1.0627913215652391
2023-05-16,1.223078836681785,1.0753505521293163,0.9741379379764685,1.0646930542234847
2023-05-17,1.2228378794031798,1.0753505521293163,0.9802044110602766,1.0573785582336848
2023-05-18,1.2512647729924204,1.0656457359289646,0.9833971840439771,1.053428875595602
2023-05-19,1.2463262515603182,1.0734635016570615,0.9881864983792076,1.0557693736533165
2023-05-22,1.2111540245425376,1.1087784365504532,0.9795658316859877,1.0301687511237114
2023-05-23,1.194049641794307,1.0783159615565914,0.9818007665801909,1.0428960104450657
2023-05-24,1.183208953612232,1.0651065046521,0.983397184043977,1.0314853876262022
2023-05-25,1.152252559987289,1.0443490530560064,0.9734993586021794,1.024024674314811
2023-05-26,1.1393640106318956,1.0502797683118485,0.9674329474622431,1.0048607901066786
2023-05-29,1.1261142091551455,1.0473143588845732,0.9594507981994402,1.0070550708428017
2023-05-30,1.1216575103819784,1.0292525456792603,0.9578544426795258,0.9988629306193694
2023-05-31,1.105998595610553,1.0376095426842216,0.9578544426795258,0.9843802693960556
2023-06-01,1.1394844892711986,1.0454273084123185,0.9578544426795258,0.9751641541827047
2023-06-02,1.1311733011248264,1.059445456834044,0.9578544426795258,0.9835026251624231
2023-06-05,1.1299686985283508,1.0521667151853948,0.9578544426795258,1.012614164930642
2023-06-06,1.1424958119658362,1.0532450741404153,0.9610472776070982,1.0168565090812967
2023-06-07,1.1250301770962485,1.0502797683118485,0.9604086982328093,1.017002726402888
2023-06-08,1.122018854401611,1.0454273084123187,0.9610472776070981,0.9979851729510419
2023-06-09,1.1421344679462038,1.0599845845122005,0.9597701188585204,0.9864283328105872
2023-06-12,1.1346663545801234,1.0648370444117305,0.9600894395176006,0.9799915944891144
2023-06-13,1.110937208940931,1.060254251949987,0.9584930220538144,0.976041798416337
2023-06-14,1.129848311787324,1.0756202195671027,0.9578544426795256,1.0017887517022281
2023-06-15,1.1768248723050496,1.0742721931742958,0.9514687108805089,1.0238783435585244
2023-06-16,1.1862202763068703,1.068341581517162,0.9131545678618961,0.997400076795287
2023-06-19,1.1836906843728923,1.0702286319894168,0.9163474027894685,1.0102734400035376
2023-06-20,1.1816430069961248,1.0729243739789056,0.9278416456950523,0.9884763962251187
2023-06-21,1.1903156310604053,1.066184863607121,0.931992380655994,1.0035441536041874
2023-06-22,1.1926042657157778,1.0513580236681612,0.9096424122752433,0.9909632250391193
2023-06-23,1.1911587977389726,1.026287239850694,0.919540237717041,0.9895003712150372
2023-06-26,1.1774271736032873,1.0341050055787908,0.9099617329343237,1.0001795671218596
2023-06-27,1.1804384962979249,1.053245074140416,0.9032567424200985,1.02095263591036
2023-06-28,1.1750181522068874,1.0486622816786724,0.9099617329343237,1.0020812997801052
2023-06-29,1.1623705601300995,1.0483927178395944,0.8952746551011674,0.9966685364485509
2023-06-30,1.1748976735675847,1.0001379934794976,0.9096424122752435,0.9931576192099371
2023-07-03,1.1809203189568598,1.0338353381410044,0.9093230916161631,1.0066161920086374
2023-07-04,1.1712840495747094,1.0230522665843405,0.9086845122418742,1.0086642554231693
2023-07-05,1.1735726842300822,1.03302664662377,0.9096424122752433,1.0028127266921463
2023-07-06,1.183570297631865,1.019008601800753,0.9067688360628795,0.9984240517852052
2023-07-07,1.1736931628693847,1.0578279702008677,0.8777139391117754,1.0074940631116596
2023-07-10,1.1562274361015215,1.0516275875072392,0.8630268612786192,1.0088105861794554
2023-07-11,1.1421344679462038,1.048123154000516,0.8844189296260007,1.01671017832501
2023-07-12,1.1388822798712366,1.0567496112458472,0.8757982629327807,1.002812726692146
2023-07-13,1.1715250068533147,1.0616020711453773,0.872286107346128,0.9976925114384693
2023-07-14,1.1594797160747645,1.0713069909444373,0.8847381883412093,0.9911095557954052
2023-07-17,1.1532161134068841,1.105004335605944,0.8840996709107923,0.9933039499662231
2023-07-18,1.154782060022992,1.081281370983867,0.872924686720417,1.005592217018719
2023-07-19,1.149963925331917,1.0750810918889466,0.8812260946984284,1.0010572113554919
2023-07-20,1.1594797160747647,1.0702286319894165,0.8812260946984284,0.9978388421947555
2023-07-21,1.1686340708997045,1.0993430805904716,0.8697317898489727,1.0051533381845554
2023-07-24,1.1473139466569118,1.0769680387624931,0.8812260946984284,0.9987165998630827
2023-07-25,1.157913769458657,1.1052738994450222,0.8812260946984284,1.004129363194637
2023-07-26,1.17104318419438,1.075620219567103,0.8812260946984284,1.017149057159174
2023-07-27,1.1593592374354622,1.102308490017747,0.8924010788888037,1.0221229416565647
2023-07-28,1.1769453509443526,1.091525418461083,0.8742017835251229,1.0253411973826063
2023-07-31,1.1815225283568225,1.12657058231798,0.8789910978603533,1.0203674263199103
2023-08-01,1.1563479147408249,1.1201006357852732,0.8697317898489727,1.0309002914704466
2023-08-02,1.1612865280712026,1.055671355889535,0.8678161136699779,1.0123215034180693
2023-08-03,1.1503252693515496,1.0513580236681612,0.8674968549547694,0.9861357847327094
2023-08-04,1.1475548120372416,1.0864032911237667,0.8617497025300415,1.0104197707598235
