Date,Adj Close
2023-01-03,1.0011679704844474
2023-01-04,1.0238406623235397
2023-01-05,1.0369841373997
2023-01-06,1.0558701938221862
2023-01-09,1.0670870637521805
2023-01-10,1.0683927286203156
2023-01-11,1.0860478275501824
2023-01-12,1.0939031845035376
2023-01-13,1.093553327551817
2023-01-16,1.0946794395814665
2023-01-17,1.084414311317992
2023-01-18,1.0862484292116523
2023-01-19,1.0895921623113012
2023-01-20,1.1011119279932524
2023-01-23,1.1091581595004862
2023-01-24,1.1199606705931762
2023-01-25,1.1199782112789962
2023-01-26,1.1259515323742462
2023-01-27,1.1180095882172518
2023-01-30,1.1128358034738373
2023-01-31,1.1137102066619686
2023-02-01,1.1229898673039147
2023-02-02,1.0996397063402168
2023-02-03,1.1031940871304868
2023-02-07,1.0886300556940698
2023-02-08,1.08433354443283
2023-02-09,1.077728918108837
2023-02-10,1.0712094438414617
2023-02-13,1.082819384594606
2023-02-14,1.0749059041868743
2023-02-15,1.0904002298148767
2023-02-16,1.1025158207019803
2023-02-17,1.0978992716549139
2023-02-20,1.100326344459683
2023-02-21,1.0866795314308761
2023-02-22,1.085476080922838
2023-02-23,1.0835313769781212
2023-02-24,1.0753777486354346
2023-02-27,1.0820599526289862
2023-02-28,1.076843671587653
2023-03-01,1.0914457344201438
2023-03-02,1.0885079884668398
2023-03-03,1.1059132123541604
2023-03-06,1.1006455849416086
2023-03-07,1.0831847889723945
2023-03-08,1.089714867381652
2023-03-09,1.0904927170673826
2023-03-10,1.0775881142399357
2023-03-13,1.0820319672620644
2023-03-14,1.0754884144168815
2023-03-15,1.0631181646638264
2023-03-16,1.071692769466195
2023-03-17,1.059852567346467
2023-03-21,1.0746921470110395
2023-03-22,1.0726051243200097
2023-03-23,1.0782698090752163
2023-03-24,1.0771102900121186
2023-03-27,1.0787493076412253
2023-03-28,1.0860499005403252
2023-03-29,1.0998037914830248
2023-03-30,1.1062535016590702
2023-03-31,1.1002334585552267
2023-04-03,1.100077346451428
2023-04-04,1.1057854842692343
2023-04-05,1.0919545737697067
2023-04-10,1.1072248570015526
2023-04-11,1.1145339810523922
2023-04-12,1.1089922405587065
2023-04-13,1.1163944897051727
2023-04-14,1.1115831593151133
2023-04-17,1.1180916307886561
2023-04-18,1.1100617440113913
2023-04-19,1.1084813282190016
2023-04-20,1.1081878406530754
2023-04-21,1.1057705746862874
2023-04-24,1.1167602130045216
2023-04-25,1.109767219950394
2023-04-26,1.1026689030509558
2023-04-27,1.1112180738588853
2023-04-28,1.1250780859507963
2023-05-02,1.1262662282239366
2023-05-03,1.1215223497438944
2023-05-04,1.1158113416320448
2023-05-05,1.1213259737930996
2023-05-08,1.123279926463067
2023-05-09,1.1318445649666742
2023-05-10,1.1335172288203994
2023-05-11,1.1228929151495637
2023-05-12,1.1215494580765253
2023-05-15,1.1279397691119528
2023-05-16,1.1262976419976325
2023-05-17,1.1239790025233873
2023-05-18,1.1279742126404724
2023-05-19,1.1082355991567399
2023-05-22,1.091299987267057
2023-05-23,1.0842969481837779
2023-05-24,1.0898115803448327
2023-05-25,1.0969815748649632
2023-05-26,1.1027123561135554
2023-05-29,1.1065337539802411
2023-05-30,1.088759458117188
2023-05-31,1.076398776010944
2023-06-01,1.076149140159568
2023-06-02,1.0865317910180372
2023-06-05,1.092723254460577
2023-06-06,1.1110143627122018
2023-06-07,1.1081415172964322
2023-06-08,1.1090954914138744
2023-06-09,1.1126462046062005
2023-06-12,1.1078696366662208
2023-06-13,1.113924123298584
2023-06-14,1.1255722549085823
2023-06-15,1.129630372303449
2023-06-16,1.1193894023481723
2023-06-19,1.1211967308307618
2023-06-20,1.1096567933601176
2023-06-21,1.1034973815343945
2023-06-22,1.0932796131226343
2023-06-23,1.0887606540730397
2023-06-26,1.0886346800566953
2023-06-27,1.1007010772931125
2023-06-28,1.091172179451741
2023-06-29,1.0937268208806563
2023-06-30,1.0925201811570147
2023-07-03,1.1103389665777388
2023-07-04,1.100781684717495
2023-07-05,1.1030024152727078
2023-07-06,1.0901034733029573
2023-07-07,1.1002393586040937
2023-07-10,1.0951583003043555
2023-07-11,1.1050124981372995
2023-07-12,1.101309340439119
2023-07-13,1.107173430899944
2023-07-14,1.0975147319835037
2023-07-17,1.0945034746105355
2023-07-18,1.1029332092941082
2023-07-19,1.0968893268036275
2023-07-20,1.0932400668491487
2023-07-21,1.0961137095688192
2023-07-24,1.092373397508856
2023-07-25,1.1024700554580678
2023-07-26,1.1124410583124953
2023-07-27,1.1175703534982389
2023-07-28,1.1214867899899135
2023-07-31,1.1189105416252834
2023-08-01,1.1064918955254428
2023-08-02,1.0875696415058551
2023-08-03,1.0908666525969106
2023-08-04,1.1020178246854697
2023-08-07,1.1028629668204375
2023-08-08,1.095314811060104
2023-08-09,1.1066983972357793
2023-08-10,1.0999279317003965
2023-08-11,1.0867246588316675
2023-08-14,1.0877305374330593
2023-08-15,1.0937237911258322
2023-08-16,1.0986763240367432
2023-08-17,1.0858935492453556
2023-08-18,1.0857496358912408
2023-08-21,1.0840222769899128
2023-08-22,1.0843931030342273
2023-08-23,1.0947498415159167
2023-08-24,1.0840236324065442
2023-08-25,1.0856912732456938
2023-08-28,1.0908166616423227
2023-08-29,1.1075268757192174
2023-08-30,1.110168263812552
2023-08-31,1.0822101646839175
2023-09-01,1.0847488600348145
2023-09-04,1.0824048662965204
2023-09-05,1.0804041916179594
2023-09-06,1.0811939211318136
2023-09-07,1.0712288183262526
2023-09-08,1.0716807301772902
2023-09-11,1.0668306508176464
2023-09-12,1.058522584709353
2023-09-13,1.0516181721186166
2023-09-14,1.056384135916714
2023-09-15,1.0481365054441099
2023-09-18,1.0549477929392195
2023-09-19,1.065856504911511
2023-09-20,1.0717240237791097
2023-09-21,1.0604322870128198
2023-09-22,1.0547880132374765
2023-09-25,1.0484602108278807
2023-09-26,1.0431602926073418
2023-09-27,1.0496809628305686
2023-09-28,1.0522870303610927
2023-09-29,1.0384082018971201
2023-10-02,1.0462744021835277
2023-10-03,1.0280273848376233
2023-10-04,1.0355039427076547
2023-10-05,1.0094166374521223
2023-10-06,1.0137419313841851
2023-10-09,1.0062031040794925
2023-10-10,1.0264653070349545
2023-10-11,1.0275854392853472
2023-10-12,1.0153474622494536
2023-10-13,1.007885574771199
2023-10-16,1.0169378443406047
2023-10-17,1.0137319650854237
2023-10-18,1.0057465678658297
2023-10-19,0.9961498991928807
2023-10-20,0.9853586300851938
2023-10-23,0.98376593581273
2023-10-24,0.9854176305738612
2023-10-25,0.9953685413699859
2023-10-26,1.0038603860274398
2023-10-27,0.9996042980739761
2023-10-30,1.0057991899232899
2023-10-31,1.0014010224146837
2023-11-01,1.016218596491591
2023-11-03,1.0464042032585963
2023-11-06,1.0538929598783116
2023-11-07,1.0452432490484769
2023-11-08,1.0412926879498432
2023-11-09,1.0424097904454124
2023-11-10,1.0462308693905378
2023-11-13,1.042815538400587
2023-11-14,1.0718085379926066
2023-11-15,1.07762766051342
2023-11-16,1.0709510376471747
2023-11-17,1.075354547091917
2023-11-21,1.071663986795371
2023-11-22,1.0750465485949945
2023-11-23,1.082997183364509
2023-11-24,1.0805250628893381
2023-11-27,1.0658713347640683
2023-11-28,1.0686984946663156
2023-11-29,1.0775529531379047
2023-11-30,1.1034178106050823
2023-12-01,1.1001809959585458
2023-12-04,1.103287531147673
2023-12-05,1.1046608073866058
2023-12-06,1.1042415849955058
2023-12-07,1.1115162655178261
2023-12-08,1.1102146668995856
2023-12-11,1.1111558044242231
2023-12-13,1.1260300668084855
2023-12-14,1.1641692583694383
2023-12-15,1.1660808742022672
2023-12-18,1.1783831936629645
2023-12-19,1.1775980087813454
2023-12-20,1.1615760274317188
2023-12-21,1.1733802711455157
2023-12-22,1.1698240565562734
2023-12-26,1.178648137749238
2023-12-27,1.1747431027033464
2023-12-28,1.1729051577509617
2023-12-29,1.1713095931844548
